id	file_name	file_size	md5sum	experimental_strategy	case_submitter_id	aliquot_submitter_id	file_type
2fb6fefd-e7b2-41e6-b27e-de4f06f3d884	8c517eeb-2c7a-4ffb-a94d-c662e6d9a76d.rna_seq.star_gene_counts.tsv.gz	409852	c8eeb049024e0547731c9ad30d78c19c	RNA-Seq	C3L-00424	CPT0011630010	rna_seq.star_gene_counts
388c93f1-53f4-4b69-877e-e64ef68a1a2a	0bd61f0c-5023-49e8-978d-758d69e12e07.rna_seq.star_gene_counts.tsv.gz	427269	9228780cf9e8866a691c3e3866c9c337	RNA-Seq	C3L-01834	CPT0104220005	rna_seq.star_gene_counts
3b6cc91f-db01-49d7-89e8-51c34779db80	5b50f299-4053-4054-8c26-e6c6df55a1b5.htseq_counts.txt.gz	260925	933d94d0e741f1ebc9663ead57722934	RNA-Seq	C3L-01834	CPT0104220005	htseq_counts
3bac5114-edf4-4e10-82b2-d077789e01d1	483a5ed2-258b-48b9-b9d9-b7ed58e84b88.htseq_counts.txt.gz	255734	4fc555bb73c8c3dd746677ba949158ca	RNA-Seq	C3L-00424	CPT0011630010	htseq_counts
3df42e46-d6ba-4ebe-ade5-eb0afb4132e2	3d600b6a-08cb-4596-855b-4fbb84fb209f.htseq_counts.txt.gz	261935	a98a7dd7b88ae66d8f0bc2576f06299c	RNA-Seq	C3L-02465	CPT0125570006	htseq_counts
3f7424c5-ff5e-4979-bb9e-b04813f0d14f	3d600b6a-08cb-4596-855b-4fbb84fb209f.FPKM-UQ.txt.gz	452164	6e9e18f667fb8a57c6020f7210c9b770	RNA-Seq	C3L-02465	CPT0125570006	FPKM-UQ
41be6809-9701-4731-9386-de1dbc082e89	a0e8a67a-dbd0-48f5-909b-3be648f0b277.rna_seq.star_gene_counts.tsv.gz	422502	3dd1482c19bc9df1b40d899e6900c7c4	RNA-Seq	C3N-01364	CPT0093450006	rna_seq.star_gene_counts
4e868c37-9451-4a3a-931b-fed3407f45af	bb3f523d-9b48-444f-b0a6-a09c0ac7b746.htseq_counts.txt.gz	259150	0e8e4485ea298c962d7c7ad9e51b6327	RNA-Seq	C3L-01887	CPT0104330006	htseq_counts
518fe958-2138-41ab-bb63-e210e38c8aac	04529a5b-c6ce-41bc-8892-62271f7d6839.htseq_counts.txt.gz	262294	0f7f885d586fef0acefd7364c4e09968	RNA-Seq	C3L-00631	CPT0017910010	htseq_counts
55cdae80-5be0-438b-b33a-8f3f22f2a4c7	5b50f299-4053-4054-8c26-e6c6df55a1b5.FPKM.txt.gz	342137	f773686366c0eba8515a74dcad996336	RNA-Seq	C3L-01834	CPT0104220005	FPKM
582e1d0a-17e9-4981-8db3-60e0086308b0	f36cbc5e-efc0-4f59-9297-72aacc496954.rna_seq.star_gene_counts.tsv.gz	419783	cab96705615da6bb62bcd4656f1d082a	RNA-Seq	C3N-01517	CPT0167530009	rna_seq.star_gene_counts
5a5e1a8e-0192-4963-acc9-a7d1cb9405b6	6d99d5be-7bd0-4a43-b955-df0d9d3df33f.FPKM-UQ.txt.gz	441814	4be0793f3aaf6b3c45146570b58003a9	RNA-Seq	C3L-01327	CPT0064890006	FPKM-UQ
5e46b7ef-7598-4884-8ad5-8b3be3535f08	ba71647f-2ed6-488f-aa7c-df571d74918d.FPKM-UQ.txt.gz	456106	86719a131741eea0de5e31d453f9b444	RNA-Seq	C3L-01839	CPT0092060006	FPKM-UQ
5f2aff92-80e5-4f3b-b90e-232a0758578e	11012409-45d4-46c4-8d0a-b59e305edffe.FPKM-UQ.txt.gz	448655	5d77210531155dff5263151e61648bb5	RNA-Seq	C3L-01040	CPT0171580014	FPKM-UQ
61615330-62b6-4e73-8123-35848856ea32	8642fc80-8e3c-4db2-96f2-0c9159133346.FPKM.txt.gz	344124	d090852e6089c428316b17d5d290dd1b	RNA-Seq	C3N-01370	CPT0162060008	FPKM
63167b46-ff77-4bb2-8c52-d7c9182c087e	05f93055-c14f-4e1b-bd05-83d6f0ec07e0.FPKM.txt.gz	343501	ed9af5284bbe8d6f05b78b634855e9ff	RNA-Seq	C3N-01334	CPT0125220009	FPKM
6a0cc721-256c-4bea-86dc-32e7c8261faf	dc55a237-0798-4329-920e-5b00128e25b8.htseq_counts.txt.gz	258252	f4bbcfca29bcbbeb064ea8a448fcf7f5	RNA-Seq	C3N-01517	CPT0167530009	htseq_counts
6a85ce59-f7b7-47ac-a7af-9768609adb6b	931c3d78-0f54-4792-8df5-1f12516ebebe.rna_seq.star_gene_counts.tsv.gz	431902	9055130f74a1228de52ee38e541abed1	RNA-Seq	C3L-00631	CPT0017910010	rna_seq.star_gene_counts
6a9931e9-bf7f-423f-a6db-39f9b3e97e37	4a92a5b3-7775-4054-9aaa-396b80550333.FPKM.txt.gz	344555	27e7f0605530a6d9da21d4ea65fe3fad	RNA-Seq	C3N-01798	CPT0167750010	FPKM
6bbe2a22-1eb2-4da8-8727-465e7916470b	7df4a1c0-38a7-4a70-b6b7-000f7cc05e3f.rna_seq.star_gene_counts.tsv.gz	433114	b7c73a7498779cea93f8a6480ff50e1c	RNA-Seq	C3L-02465	CPT0125570006	rna_seq.star_gene_counts
751ae08a-993b-47eb-ae18-18ca750f000c	efd72fe1-7e48-4b2a-9d37-f62451a92afd.FPKM.txt.gz	340491	aab71486c22da43bffa4f6da8177dc1a	RNA-Seq	C3N-01814	CPT0167860010	FPKM
75c38746-24a6-43fe-8250-c09376e57ff7	483a5ed2-258b-48b9-b9d9-b7ed58e84b88.FPKM-UQ.txt.gz	425573	ee782b462f2e58fdc7f853320a60ff17	RNA-Seq	C3L-00424	CPT0011630010	FPKM-UQ
77a56e8e-4097-49dc-ab69-299450091036	919c5213-b539-4af3-8735-a462cc7a9306.FPKM-UQ.txt.gz	449479	eaf571636d68f0af4ddc3229ad947b39	RNA-Seq	C3L-00671	CPT0064450007	FPKM-UQ
7c720f8f-f185-403b-8115-7ea6b83ceb35	11012409-45d4-46c4-8d0a-b59e305edffe.htseq_counts.txt.gz	258944	74e510a1de395c3e616dd1aeb0db4a60	RNA-Seq	C3L-01040	CPT0171580014	htseq_counts
7d41b46a-9b95-4e39-a3c9-0bb2e9ef44eb	3eca3ff3-8621-4e8b-9a74-074e23c5f755.rna_seq.star_gene_counts.tsv.gz	427992	9acab330db3f3e100f7618ca7727c0ff	RNA-Seq	C3N-01515	CPT0079790006	rna_seq.star_gene_counts
86118fab-84c9-42c5-9097-24b9807e1ff4	5d9c5c93-6e90-4703-a956-0c1127804984.rna_seq.star_gene_counts.tsv.gz	425254	5825872feedc7ff32a4b5a4c09afede5	RNA-Seq	C3L-02542	CPT0161730009	rna_seq.star_gene_counts
8b1f12e1-6a7f-4602-a32d-bb9831a74fc1	ba23bd38-a661-472c-968d-7aab33552f47.htseq_counts.txt.gz	259449	5190f90217bae6956e992b2f4a656316	RNA-Seq	C3N-00661	CPT0087570006	htseq_counts
91ebb38b-bfc1-45b4-8cf5-256fbccd6739	6d99d5be-7bd0-4a43-b955-df0d9d3df33f.FPKM.txt.gz	339103	9c0a493740cf9786a9175bbc5d16df43	RNA-Seq	C3L-01327	CPT0064890006	FPKM
921173c8-9e07-4336-8fa8-5ddf3f85f8e6	ea4e4620-f51f-4725-bc5e-1fd95b55f774.rna_seq.star_gene_counts.tsv.gz	433200	24705db1738a182a24760e0d4fa16714	RNA-Seq	C3N-01798	CPT0167750010	rna_seq.star_gene_counts
9405eecf-4896-4951-a799-1b1b5e81da1c	5b50f299-4053-4054-8c26-e6c6df55a1b5.FPKM-UQ.txt.gz	450146	c346a72be3864e3d2316484cee62460a	RNA-Seq	C3L-01834	CPT0104220005	FPKM-UQ
9ae51e88-3eac-4fd1-b7ad-b8da4944b6a4	b260219c-c945-48ed-8b9f-288a773bd1bb.rna_seq.star_gene_counts.tsv.gz	422989	b09373b597c3dfc8e07aed5aabe5cb1b	RNA-Seq	C3N-00661	CPT0087570006	rna_seq.star_gene_counts
a5c68546-37c4-44b8-b537-e0c2122e6007	bd928231-3a65-4603-996c-5ff91a72812f.htseq_counts.txt.gz	263367	3ded53a860577984bd70e422e6b645d0	RNA-Seq	C3L-00104	CPT0092440006	htseq_counts
a720a5b7-8562-46ee-8e63-92190ac20215	5df0c6c8-8eba-4338-8d89-b17e7850409e.rna_seq.star_gene_counts.tsv.gz	429335	5e46d5b6dfaba45116910020fd5add63	RNA-Seq	C3N-01334	CPT0125220009	rna_seq.star_gene_counts
acddb475-b0e0-4f28-a8d1-939b4f18d864	80e24314-1333-49dc-96a2-dd8c44d31daf.FPKM.txt.gz	342252	1bd42559b7a636245d9d3d31fc7d2b2a	RNA-Seq	C3N-01515	CPT0079790006	FPKM
b14ac76c-3400-42aa-806a-abb68014523d	f121e8a8-082c-4ac0-9824-f09f38146117.htseq_counts.txt.gz	260159	e8dbe5f8f7a9bfea5e3bddd52cdded98	RNA-Seq	C3L-02542	CPT0161730009	htseq_counts
b5bbb303-cae6-4216-a55b-9d7f673e5a94	dc55a237-0798-4329-920e-5b00128e25b8.FPKM-UQ.txt.gz	439562	5ccaf5789d3a734349a98b8d23997bf8	RNA-Seq	C3N-01517	CPT0167530009	FPKM-UQ
c4f037b6-e71a-4157-b67c-32ee5fa4eb38	8fa2fe86-f462-442e-a231-a4d890002efb.FPKM-UQ.txt.gz	445283	0f7da7320831ee36c2fb565f6cc674f8	RNA-Seq	C3N-01818	CPT0168270009	FPKM-UQ
c596d143-e276-4f26-962c-5d888c2596d7	446608e6-181a-4852-a1c6-6ac1acf753b5.FPKM.txt.gz	341734	41dc360cebf528fbfec51af20b957990	RNA-Seq	C3L-00528	CPT0017670010	FPKM
c7c557f5-93b6-4547-9e65-6473eb00f151	ba23bd38-a661-472c-968d-7aab33552f47.FPKM-UQ.txt.gz	440533	e7aa6806f887bd890eece1e3b5971b6c	RNA-Seq	C3N-00661	CPT0087570006	FPKM-UQ
c83476ef-ef48-474f-b572-6e6224818632	efd72fe1-7e48-4b2a-9d37-f62451a92afd.FPKM-UQ.txt.gz	444816	8083438e051bf317951e4e0b9fdee17e	RNA-Seq	C3N-01814	CPT0167860010	FPKM-UQ
c994f451-69fe-4fb7-b2d6-2a2b4a051781	ba23bd38-a661-472c-968d-7aab33552f47.FPKM.txt.gz	336747	347be211ef3fe66786d2df39c7bbb27f	RNA-Seq	C3N-00661	CPT0087570006	FPKM
c9e7a8a7-4484-40ff-9709-c7cc4a528959	919c5213-b539-4af3-8735-a462cc7a9306.FPKM.txt.gz	343213	4cb53a866e7b3898218bd425153879c2	RNA-Seq	C3L-00671	CPT0064450007	FPKM
ca0dbb28-6e3f-4eb9-a6cf-c4cac076d830	8642fc80-8e3c-4db2-96f2-0c9159133346.FPKM-UQ.txt.gz	453979	57c022f12934f7345dab1b12932c2a82	RNA-Seq	C3N-01370	CPT0162060008	FPKM-UQ
ccc3c093-9ee1-4f0a-b226-2db6d2d9da49	ba71647f-2ed6-488f-aa7c-df571d74918d.htseq_counts.txt.gz	263101	f542f7dce8a6145d7e063f52062f3d0f	RNA-Seq	C3L-01839	CPT0092060006	htseq_counts
ce1c96a2-1032-4190-a6d8-914a70713bd6	f121e8a8-082c-4ac0-9824-f09f38146117.FPKM.txt.gz	341225	890faaad8e052ce0517485357d924713	RNA-Seq	C3L-02542	CPT0161730009	FPKM
ce2df540-4e9c-4aa3-8f72-4e940e0c2aec	8642fc80-8e3c-4db2-96f2-0c9159133346.htseq_counts.txt.gz	261724	1c430bac2c3f013389a8c1595499219b	RNA-Seq	C3N-01370	CPT0162060008	htseq_counts
d01ca46c-b632-4c65-bcea-535447f1d666	6248f768-d61b-4a63-8529-376bf11bbbe8.FPKM-UQ.txt.gz	452694	7ac92d24a009bae5cc73f856b2dfcb1a	RNA-Seq	C3N-01815	CPT0167970009	FPKM-UQ
d3fe1012-f1f9-45d0-af99-dd1abf675672	bd928231-3a65-4603-996c-5ff91a72812f.FPKM.txt.gz	347788	c0c7a67b5ea7e0013074b3994a5058d5	RNA-Seq	C3L-00104	CPT0092440006	FPKM
d88d6993-b407-47c4-904f-c172302531bd	16f593f9-72c7-4c22-9959-26acb078eb90.rna_seq.star_gene_counts.tsv.gz	435225	971deba6485aa5afba1c5af723147f35	RNA-Seq	C3L-01839	CPT0092060006	rna_seq.star_gene_counts
e14bdaf5-ae4e-4b36-997f-09860bc583c3	efd72fe1-7e48-4b2a-9d37-f62451a92afd.htseq_counts.txt.gz	259022	439cfb1ee483f1720ccd8fa452840ffa	RNA-Seq	C3N-01814	CPT0167860010	htseq_counts
e170b290-21fe-44c2-9200-ff912cb2e2ce	f121e8a8-082c-4ac0-9824-f09f38146117.FPKM-UQ.txt.gz	445819	ac61450ca97ff808287f2ada54a1cf78	RNA-Seq	C3L-02542	CPT0161730009	FPKM-UQ
e1ce6943-2ac5-4772-8507-9a572a587fca	4a92a5b3-7775-4054-9aaa-396b80550333.FPKM-UQ.txt.gz	452915	47983c393fd90d5b54bfebfee13839b0	RNA-Seq	C3N-01798	CPT0167750010	FPKM-UQ
e3c45741-a00d-4dc9-b5ec-d785c73cbf60	446608e6-181a-4852-a1c6-6ac1acf753b5.htseq_counts.txt.gz	259951	62f3c6b3df526dbd87d52fe10c9c40e4	RNA-Seq	C3L-00528	CPT0017670010	htseq_counts
e496357b-f2fc-4946-aa06-fe16f4347fde	ecc7fef4-78d0-4900-8fb0-3216b60ec1be.rna_seq.star_gene_counts.tsv.gz	421732	53c00b72266fa29147ded218b8d1cfe5	RNA-Seq	C3N-01814	CPT0167860010	rna_seq.star_gene_counts
e5408770-0c9f-4391-a695-33f64749d51f	ec3c4222-c53d-4f6a-8a63-6dc0be5f7520.FPKM.txt.gz	342348	7f3da3b701fcade3bae61de01c2ac0ec	RNA-Seq	C3N-02186	CPT0168720009	FPKM
e8bcb30d-d4b9-4f92-9fa3-175128f284f4	05f93055-c14f-4e1b-bd05-83d6f0ec07e0.FPKM-UQ.txt.gz	450105	272fc148d6c9cb6040cdcde1aae24a85	RNA-Seq	C3N-01334	CPT0125220009	FPKM-UQ
ea2cff5d-cabc-4850-a7ae-72ff7533a767	dd0c731f-721d-443d-aae7-bd02cb9f4f6a.FPKM-UQ.txt.gz	441752	ba5c7ad736dd4b67e6fa0968ad2ba035	RNA-Seq	C3N-01364	CPT0093450006	FPKM-UQ
ec01260f-7645-4a60-97c4-038c7b606946	ec3c4222-c53d-4f6a-8a63-6dc0be5f7520.htseq_counts.txt.gz	260709	f878e4855bc09eba314af07b987e26cf	RNA-Seq	C3N-02186	CPT0168720009	htseq_counts
ecfc9ed9-a2bb-4bf3-a74f-4e95b2a7bd7c	dd0c731f-721d-443d-aae7-bd02cb9f4f6a.FPKM.txt.gz	337712	330133877b2b0998462357b2ed99a8ad	RNA-Seq	C3N-01364	CPT0093450006	FPKM
edf45def-8866-4849-91b5-6f157f650da7	825b7a02-a331-4c5b-9801-1e1e7c8901ec.rna_seq.star_gene_counts.tsv.gz	417847	f0e21b4964065f52326a0686117e70a5	RNA-Seq	C3N-01366	CPT0093510006	rna_seq.star_gene_counts
f32c4bfb-5187-49ee-b04e-2c78b865244a	04529a5b-c6ce-41bc-8892-62271f7d6839.FPKM-UQ.txt.gz	453965	b81acee94a5389c84233515666402399	RNA-Seq	C3L-00631	CPT0017910010	FPKM-UQ
f39b0b4a-b752-4ee5-9534-04b72ff6d821	446608e6-181a-4852-a1c6-6ac1acf753b5.FPKM-UQ.txt.gz	447242	8ad99f04911081fb2962b89bd86b4928	RNA-Seq	C3L-00528	CPT0017670010	FPKM-UQ
f4196e8e-7b59-4dc3-87a8-6527b56e7c45	3d600b6a-08cb-4596-855b-4fbb84fb209f.FPKM.txt.gz	343555	cc51719756365e9eb7244f4b733c7fd7	RNA-Seq	C3L-02465	CPT0125570006	FPKM
f561d72c-bc53-42d0-acc4-bb7cbbc72526	bb3f523d-9b48-444f-b0a6-a09c0ac7b746.FPKM.txt.gz	340948	2507d4a34344b3b0e0a90065d5ee8708	RNA-Seq	C3L-01887	CPT0104330006	FPKM
f68a2af9-860e-45a1-bc4b-0df281f7230f	8a236929-5394-4cd3-93b7-b487841ae5cc.FPKM-UQ.txt.gz	446497	382bdf159d8d495e449683a1c176134e	RNA-Seq	C3N-02181	CPT0168380009	FPKM-UQ
f73039e4-750e-49e2-8e06-720836753f8d	11012409-45d4-46c4-8d0a-b59e305edffe.FPKM.txt.gz	342259	7258e429462f11eac022822d87810320	RNA-Seq	C3L-01040	CPT0171580014	FPKM
f731c77e-54c2-4829-b748-0649ddf13ba0	8a236929-5394-4cd3-93b7-b487841ae5cc.htseq_counts.txt.gz	260796	02ea7b55cc4b1dd297da3f863d80fbf2	RNA-Seq	C3N-02181	CPT0168380009	htseq_counts
f77231a6-5434-485c-ab8b-b2f60fbaeb1e	919c5213-b539-4af3-8735-a462cc7a9306.htseq_counts.txt.gz	261613	74cd393f9d3a22465740ffcab6cf7177	RNA-Seq	C3L-00671	CPT0064450007	htseq_counts
fa33b00e-b4bf-4875-bcd5-30832c8b30ad	24075898-869a-46dc-823b-36bdccd1b538.rna_seq.star_gene_counts.tsv.gz	428047	555cc6399fcd2e1afd132c15d309b478	RNA-Seq	C3N-02186	CPT0168720009	rna_seq.star_gene_counts
faca5ca1-79d1-4845-926d-b44a2745ccf3	387c25e5-e380-4778-95c2-a44755e400bb.FPKM-UQ.txt.gz	438978	c3c3b5a84c0d68d08f16fc88a42a718d	RNA-Seq	C3L-00265	CPT0011440010	FPKM-UQ
fc4f1b28-1ae6-4568-807f-273e4168c810	ba71647f-2ed6-488f-aa7c-df571d74918d.FPKM.txt.gz	346581	e70c0271402844dfbed07540bb693397	RNA-Seq	C3L-01839	CPT0092060006	FPKM
fcac1d27-d4ea-48bd-a8d4-cfd277b5d08b	8fa2fe86-f462-442e-a231-a4d890002efb.FPKM.txt.gz	339858	5227ec4de21996fdb0d6ba601aaf482c	RNA-Seq	C3N-01818	CPT0168270009	FPKM
fd69dadc-2288-4c87-bacd-20b15876c4be	80e24314-1333-49dc-96a2-dd8c44d31daf.FPKM-UQ.txt.gz	449238	c4cf4a3e9d4b2ade06e677c5ab74ac5d	RNA-Seq	C3N-01515	CPT0079790006	FPKM-UQ
0066a298-348a-4731-b27f-b11749336cb8	c7956ff9-c80e-4950-8c7b-31ce7dd2a0a4.FPKM.txt.gz	344184	076a51ff8bf4ce00c6ddd84e326d385e	RNA-Seq	C3N-01197	CPT0078480009	FPKM
053a690e-867c-4e5f-bcd2-a55c1b7b837a	3692fcd4-1582-4f4d-90d3-dfff011570dc.FPKM-UQ.txt.gz	441530	c78048ef8c3131b5d4f452f79726d990	RNA-Seq	C3N-01369	CPT0162020009	FPKM-UQ
098d66eb-1593-4b4b-a85d-03c4303ce7ef	c7956ff9-c80e-4950-8c7b-31ce7dd2a0a4.FPKM-UQ.txt.gz	451351	1c8d6c128246d9312adb6d3bcb00998b	RNA-Seq	C3N-01197	CPT0078480009	FPKM-UQ
0f9abe1f-138a-4d4a-a867-0dbc039259c9	0d1e2fdc-6246-4c05-a4af-967e338acec6.rna_seq.star_gene_counts.tsv.gz	436163	06530105a5361f00798d24ffde7e584b	RNA-Seq	C3L-00677	CPT0071100009	rna_seq.star_gene_counts
0fa41457-1daa-4e1c-971d-5e519d029948	2b2e1447-84cb-419e-8f5d-00850af3dd28.FPKM-UQ.txt.gz	433730	17de1c9e00101f3c06ce51dc8dc6271c	RNA-Seq	C3L-00019	CPT0017430010	FPKM-UQ
0ff4be73-9d21-4b10-8ae1-9e39decc3959	3692fcd4-1582-4f4d-90d3-dfff011570dc.FPKM.txt.gz	336996	6cd7ca55a42350726a7002f5d79ede30	RNA-Seq	C3N-01369	CPT0162020009	FPKM
119665c1-e82c-4cc7-a6ff-9e32036e963a	fdc410f6-440e-4e71-bbdd-e457b712873a.htseq_counts.txt.gz	256845	8754ebbc381415aa7764951e7be6ceea	RNA-Seq	C3N-01366	CPT0093510006	htseq_counts
19be70ad-6beb-41df-ac66-6a381e7e746e	035c09df-474a-4279-a313-1afaf3eed292.FPKM-UQ.txt.gz	457773	026e6690721cdfb2eeebd24c04f755f1	RNA-Seq	C3L-00677	CPT0071100009	FPKM-UQ
1c8a17e8-2a15-4f08-a5f3-a39d531d2f36	2b2e1447-84cb-419e-8f5d-00850af3dd28.FPKM.txt.gz	333811	ff5ba99d43afd7d789091f6bfd302531	RNA-Seq	C3L-00019	CPT0017430010	FPKM
203d60f1-5aea-4c30-8f8a-099107db6f3c	8a236929-5394-4cd3-93b7-b487841ae5cc.FPKM.txt.gz	340381	da3a4ccb326a1254dc539c9e0c6d389f	RNA-Seq	C3N-02181	CPT0168380009	FPKM
22b6e313-0b1d-4eb1-b038-c2904aa69522	27539678-22b4-4b8a-861d-d458ef80ed12.FPKM.txt.gz	344151	e694827dc63bc20850e49ad79f6c4e1d	RNA-Seq	C3N-01196	CPT0078580013	FPKM
267e0cf8-e51e-44ad-abd5-5ab19d9cff78	b6451029-e753-4e2a-bf7f-a83df8af3779.FPKM.txt.gz	342745	f730a7664a80e2e05e226523acf9a1ef	RNA-Seq	C3N-01857	CPT0162140010	FPKM
298f498d-199f-4177-84a7-e985824464e1	035c09df-474a-4279-a313-1afaf3eed292.htseq_counts.txt.gz	263333	0c8d535ce77cabded53d1f8f393a59f3	RNA-Seq	C3L-00677	CPT0071100009	htseq_counts
2e41a367-305e-447e-82cf-c66cc971eca1	27539678-22b4-4b8a-861d-d458ef80ed12.FPKM-UQ.txt.gz	450170	a14a85fff9932f4e69130d11f4e4507a	RNA-Seq	C3N-01196	CPT0078580013	FPKM-UQ
331f5124-90f1-4244-ac06-ffe5f6190dd0	c7956ff9-c80e-4950-8c7b-31ce7dd2a0a4.htseq_counts.txt.gz	261529	b05406c39732c8c736d64a4804b2ddf9	RNA-Seq	C3N-01197	CPT0078480009	htseq_counts
5038c348-40e8-46ad-9859-d295a4700584	27539678-22b4-4b8a-861d-d458ef80ed12.htseq_counts.txt.gz	260793	b1bf671c9cb2c407319a11032fbe6ffe	RNA-Seq	C3N-01196	CPT0078580013	htseq_counts
535e8b61-69f1-41ad-8e65-2018b70517fc	01cdfbec-b7b8-47bb-9b3c-04b9ceb89d19.rna_seq.star_gene_counts.tsv.gz	427878	607147d84677de0455314b967996f69d	RNA-Seq	C3N-02181	CPT0168380009	rna_seq.star_gene_counts
59eb3ed6-f8fe-4718-9d5f-6ffed7c46b70	6248f768-d61b-4a63-8529-376bf11bbbe8.htseq_counts.txt.gz	262928	455d51d444fca013acc6bb6794798da6	RNA-Seq	C3N-01815	CPT0167970009	htseq_counts
5ded57ad-31a5-406c-acbc-60195e043f1d	0f69726c-edd1-4f9d-9d1d-bbdfaed9f920.rna_seq.star_gene_counts.tsv.gz	428440	c85df72eb34212ad7e69702d8a721522	RNA-Seq	C3N-01857	CPT0162140010	rna_seq.star_gene_counts
5e6bdca9-1373-48b0-8f83-33277f0a367d	77997517-7923-4d35-8102-8a723de1de68.FPKM-UQ.txt.gz	443529	774ca6bc412a584b9f28a872e4c5f42f	RNA-Seq	C3N-01856	CPT0162100009	FPKM-UQ
385e21e4-6471-48dd-bc5a-cca785e1b772	b44988b3-2906-455f-9a03-98e881ec0826.rna_seq.star_gene_counts.tsv.gz	428311	4a4a31ecfc40ba305d4dafc3499e306c	RNA-Seq	C3L-00365	CPT0002410013	rna_seq.star_gene_counts
682c1fad-fced-4251-869d-179fa1b6774a	27fed460-a091-4668-b257-f8f19a353e21.rna_seq.star_gene_counts.tsv.gz	429838	fbbb7098e55409bc5db64c334124ec4b	RNA-Seq	C3N-01197	CPT0078480009	rna_seq.star_gene_counts
009fef7a-d22d-45ab-97d4-628380ca9a30	e2c0614b-aba1-4e2e-92b7-cbbba87ae4a1.htseq_counts.txt.gz	260912	88f2f6b09c6ae728616d8115396a8c3f	RNA-Seq	C3N-01192	CPT0087950006	htseq_counts
0439b796-a7d9-47c6-a224-56ef7b6c67c1	8a2610ea-ca34-4c22-bacf-d12f4fffe530.htseq_counts.txt.gz	259423	6b4e22af8c6d2d40d80cf722f204f696	RNA-Seq	C3L-00349	CPT0000490005	htseq_counts
070f7c37-d238-44d0-a10e-b386aefa4314	f5fd2842-40eb-45bf-bab3-e9dc747dbf1a.htseq_counts.txt.gz	260222	3ed5fc085a52b74cd28234d884079997	RNA-Seq	C3L-00429	CPT0011840014	htseq_counts
15b90650-2055-4ddc-9840-4968568b958a	7c585bf4-c887-4d7a-b011-9df06da7aaaa.htseq_counts.txt.gz	258632	37f9973fdd3f39a05cd2002e48bf4873	RNA-Seq	C3L-01046	CPT0127480010	htseq_counts
1779c97c-df39-41c9-a8fa-44bff466bbbf	f5fd2842-40eb-45bf-bab3-e9dc747dbf1a.FPKM-UQ.txt.gz	446506	30545fe81f720bb2964a7f18fde70ca3	RNA-Seq	C3L-00429	CPT0011840014	FPKM-UQ
2464e8b0-d4a3-4122-b6ad-b7fe5b434ff0	1cc66f27-f40b-4384-92ae-3577ee05e5c8.FPKM-UQ.txt.gz	446877	9db686401eea21001481deb585933fb1	RNA-Seq	C3L-00365	CPT0002410013	FPKM-UQ
268c659c-d9ad-4a9e-b9ca-03989c3e5fa0	f5ad6e9c-5dee-42b6-b888-503901774a06.rna_seq.star_gene_counts.tsv.gz	430336	10cb854505438ad7227a45ac810e8064	RNA-Seq	C3N-01192	CPT0087950006	rna_seq.star_gene_counts
334250e8-69a7-41e8-8461-6208ef9d1d27	633eb285-10b8-4a41-8fd8-56127b0b5551.FPKM-UQ.txt.gz	453623	4598f8da60791c0193758e0228ad69a5	RNA-Seq	C3N-01518	CPT0167640009	FPKM-UQ
71b0ac50-1096-471a-b648-96f591f1c5b0	aaf67aaa-d7a8-4c7b-a592-5f68bf1d4c24.rna_seq.star_gene_counts.tsv.gz	423088	315011a092ca65598412ce90e4b0f1d2	RNA-Seq	C3L-00265	CPT0011440010	rna_seq.star_gene_counts
72c829e0-cf25-4f10-a788-c8a3614c0bca	fdc410f6-440e-4e71-bbdd-e457b712873a.FPKM.txt.gz	334794	910877572c7c2b20eb23f26486caf4ed	RNA-Seq	C3N-01366	CPT0093510006	FPKM
7334690f-336b-4d01-85e9-db04e69ec2ff	ec3c4222-c53d-4f6a-8a63-6dc0be5f7520.FPKM-UQ.txt.gz	448685	10b26aa0d592f5cdab958dfd77a84151	RNA-Seq	C3N-02186	CPT0168720009	FPKM-UQ
738b4315-03c3-4342-aa79-b04cffee7238	035c09df-474a-4279-a313-1afaf3eed292.FPKM.txt.gz	348309	85acc542d54055daf16c55b6ebb02949	RNA-Seq	C3L-00677	CPT0071100009	FPKM
7391eda4-87a5-4fd1-bd8a-32ba5c75d1f1	387c25e5-e380-4778-95c2-a44755e400bb.FPKM.txt.gz	335905	4a7bbaee5f8939930ec98bfb2163c5ab	RNA-Seq	C3L-00265	CPT0011440010	FPKM
7cd78017-af5c-4189-9ba6-f169fbc48b85	b6451029-e753-4e2a-bf7f-a83df8af3779.htseq_counts.txt.gz	261483	29e5c9e2a0aeb17e56346d20a3dc334d	RNA-Seq	C3N-01857	CPT0162140010	htseq_counts
42f77ff1-50ab-4035-b2ec-e17b8ef75c3f	1cc66f27-f40b-4384-92ae-3577ee05e5c8.htseq_counts.txt.gz	261160	98a9331fb0941ad11f7e454f50b1687e	RNA-Seq	C3L-00365	CPT0002410013	htseq_counts
4843bda0-e43b-4922-b883-6df891eff690	a4998e9e-e3f9-4ba3-9cfd-fd3f67f68382.rna_seq.star_gene_counts.tsv.gz	428759	c04f8998a540ed55f908297f5bb56a45	RNA-Seq	C3N-01505	CPT0089150006	rna_seq.star_gene_counts
